Hydraulic_Pressure(bar),Coolant_Pressure(bar),Air_System_Pressure(bar),Coolant_Temperature,Hydraulic_Oil_Temperature(°C),Spindle_Bearing_Temperature(°C),Spindle_Vibration(µm),Tool_Vibration(µm),Spindle_Speed(RPM),Voltage(volts),Torque(Nm),Cutting(kN)
88.79182497,6.49220692,6.72930126,36.50327261,43.58140578,32.90327893,0.906624044,37.02960616,25830.46544,335.2658657,26.8933954,3.551179656
113.1537379,3.89459559,6.100304458,20.56794846,42.72290694,24.06065041,0.831252413,26.37822937,17157.54987,278.6009593,26.44699846,2.119708349
137.5569317,4.266445906,7.262293528,9.238406469,52.52050794,31.34425978,1.289425567,29.71639884,22223.57981,360.0066282,21.74159099,2.349736376
95.29550526,5.132876546,7.095436634,22.14135569,51.22660669,33.1397381,0.757493062,28.63998577,10010.62687,246.8947738,22.24700642,2.476272964
95.57001583,4.169128818,6.300593061,13.79940639,46.32522811,31.93462672,0.801139737,23.95785176,26285.40955,414.5861717,31.88650583,2.365330317
109.3988079,5.979704532,6.062599553,22.92020586,53.64200158,37.82692831,1.167325863,17.94733672,21261.63816,333.7721806,29.36428271,2.813796025
136.9607823,5.216461345,5.761001282,26.70996762,51.45562618,29.29268303,0.876958944,26.34329558,18056.27975,466.8874693,30.92052826,2.354219016
122.8940468,4.011272333,7.150221896,18.62820306,51.36348425,31.5380461,0.929764005,40.65870925,13576.29386,278.6437873,29.67102947,2.569322017
159.3615962,4.778637521,7.515121368,19.47927091,46.91013627,33.79819202,0.799289266,33.32297892,18535.57956,368.66628,17.76209133,3.026382571
61.24420831,4.349744837,6.421244237,17.88195502,53.6061246,36.41107463,0.781186717,22.3536759,15841.11255,328.1990565,25.74681728,1.918126596
96.26995928,4.979164139,6.599580403,12.76684244,48.59690785,34.7807462,0.94084203,25.0576407,19929.61304,367.2573296,24.22352553,3.584815626
113.4166763,4.782868201,6.824744528,23.54001417,43.2559437,38.64411579,0.900829297,26.53641218,14746.9519,334.689935,35.7969828,2.883130915
150.4489599,5.729631377,6.352767031,26.83923111,46.33683859,34.51660021,1.307807007,30.93330582,18683.76306,339.1509783,27.99956131,2.800759985
83.64169906,3.402441658,5.681995389,24.3929708,44.96490264,36.0725019,1.29550994,21.6709889,16205.75258,328.3414985,31.54153275,2.162598347
90.92114117,5.052576243,6.695975436,20.50067035,41.00248094,32.11007585,0.240953093,24.56623403,18497.29822,302.747841,20.25505649,3.455453303
68.26440063,4.189063456,6.728754704,15.88137958,44.272601,29.6083294,1.056238953,31.34424975,20412.74786,352.6949374,32.66785807,2.792737119
88.10394013,6.214019222,6.721189964,15.36899576,46.43403537,34.93392757,0.799958647,21.70340308,22310.74677,269.4372793,22.63436438,1.960459164
131.4493782,4.057339391,6.612591744,21.19058095,49.99245787,40.700419,0.533044744,26.36360972,22621.63923,364.4500396,18.86578469,2.709815508
114.7592752,4.359725746,6.927459617,24.65913181,49.60051591,37.45813113,1.344562228,31.18339419,15162.32947,310.9663386,29.05071181,0.505690369
41.97247886,4.814163305,7.197039161,16.42412039,39.72597886,32.5965784,0.543720763,23.7557043,22311.76153,444.5936209,22.50672362,2.557404923
94.91797585,4.959666456,6.423178331,13.03572324,52.08892086,33.36964641,1.17965839,26.76739647,18514.02087,368.2441342,22.50022814,3.23819334
113.825439,4.893212819,6.536854702,27.13911415,48.11993066,33.02200695,1.333033789,21.52773314,21170.68732,327.2686078,27.28147009,1.240886447
127.9674543,6.620658368,6.64486431,21.40336289,50.67396647,35.52262023,0.979647008,34.21541481,26671.97394,297.8497294,36.33620474,1.647347282
81.0009606,4.31000165,6.908051355,16.97084883,49.46168525,35.41245787,1.082297744,27.24967488,22739.60747,277.1039947,18.4755176,2.047004598
123.1390425,5.279079098,6.882654597,10.98085097,44.58565602,38.84003945,1.235994118,30.86243716,21349.86811,384.2303752,31.25557363,1.862250469
90.52832989,5.582387836,6.100387884,0.27837687,54.98703928,35.52260864,1.347579246,21.83670268,17325.76264,292.1661853,27.79365518,2.980351691
110.7438096,5.191026198,6.802300835,8.168957504,53.39784842,27.58401906,0.73412948,23.87480197,27337.78529,424.1998375,33.06991774,3.534024208
94.26977582,5.376501078,6.80983422,19.33706803,41.37891297,30.80105108,1.141019065,25.95143032,17356.48454,307.2018122,33.67661636,2.753819299
155.7798804,5.715595121,6.356679954,33.12632988,44.62971784,31.31103873,0.764411237,21.56226725,21956.51057,348.3084376,11.21905401,1.863628959
135.9204438,7.376640865,6.037149637,31.64983512,45.79851959,32.6825355,1.413856657,35.02383694,21751.46243,345.1197696,26.76554465,4.034436025
115.8911126,3.446346561,6.929978785,20.90706973,53.02589769,32.94206218,1.745049015,19.92311183,20523.62845,341.6292861,21.08102622,2.594293768
54.80778077,4.903189369,7.309885675,28.63111472,45.30573877,42.31797498,1.815403015,22.59508372,21928.3314,406.3296529,21.31194248,1.71714396
103.4884929,4.86556513,5.798953274,8.443226661,50.98564887,34.38696076,1.143039752,24.93250175,22831.21011,428.182145,27.50626458,2.854190954
82.99697286,6.448113798,6.695255695,17.8072572,48.80475133,25.2441414,0.687276835,22.77076998,22270.14606,318.3249798,20.08490022,3.042334821
145.8763151,2.713013667,5.906561197,13.71437113,45.82445828,39.97177112,1.210971855,36.09235496,21230.17774,311.3577319,22.53334247,3.2378375
82.67216369,6.508446917,7.084368314,6.422184382,49.32113133,33.99792025,1.316657932,22.77804377,18026.19804,363.7838977,22.83019391,2.829038047
131.2089818,4.808918172,6.360436951,31.00910347,48.75546383,32.84833133,1.114103914,28.37995864,17871.38617,421.3343813,26.52967762,2.439434482
94.51216728,6.897404925,7.679555675,30.2134732,53.20917402,40.68419133,0.884376916,32.81612689,16158.94246,321.0358226,26.71173193,0.792944545
96.02238799,1.435631362,6.536194618,27.62519358,43.88963221,38.8902421,0.545277774,25.3378835,16925.42059,330.7767256,22.62921736,1.699829666
48.7524248,5.832385754,7.210639511,18.27889607,48.92395688,31.56678503,1.374723615,27.6941699,18191.73974,303.2283961,32.23413808,2.50402229
106.3395251,5.71011704,6.311141894,33.27209592,41.01272491,30.85140866,1.067845671,25.41319346,16081.24637,341.6071988,21.71586986,3.162184845
19.29827599,4.414557698,5.813710019,12.46387526,46.93453491,30.11388988,1.178064573,19.86977472,23193.19115,386.7078121,24.50980292,3.062477489
102.3812592,5.790912948,6.792305103,32.40502309,46.21018921,31.77074564,0.865145801,11.79228711,19269.15957,309.2114395,17.86581231,4.021602103
110.8028317,5.088529231,6.012788959,15.29890905,49.0613551,38.51026466,0.747699372,23.61963068,19409.22584,293.2395729,18.02006393,2.937659477
155.2480399,5.561106693,6.415869843,14.64272322,49.70066144,43.86553052,0.267865511,33.50857058,21969.385,305.7911236,27.28718135,4.641500934
89.90573361,3.892489726,6.125791947,6.759880405,43.40047765,33.17931154,0.882778673,32.16587656,21217.28282,373.6297129,24.48724948,3.48704998
112.2206476,3.950530333,5.961303013,16.44437978,47.23781825,38.73517875,0.867067964,16.17802186,24085.03596,383.9896999,30.28183409,2.533461991
93.0465349,5.484120727,6.653583436,40.22567529,47.28234382,31.41061126,0.294848053,25.72290996,14773.86074,416.7200866,18.46996104,2.411814038
30.78736191,4.739245814,6.12970273,20.19344561,46.51606504,34.52030299,1.438945908,31.76413769,12307.81279,323.4958322,18.57661829,2.882186947
77.20533545,3.567986515,6.791233698,13.35074456,46.03902844,28.52124623,0.318063521,25.2613263,19662.1452,348.0318291,31.02221759,2.727530087
99.46263675,2.985848993,6.235066647,38.17220278,47.06099509,37.27786886,1.22802497,24.66299961,17380.37365,326.9446727,23.04068406,2.221292739
69.60221742,6.747562053,6.908870831,34.12249374,43.03564923,28.09009162,1.219519297,22.24071406,20486.81344,280.8016359,23.67858452,2.054680183
96.84396961,4.374838246,6.564271263,23.32031039,49.97773606,36.85951577,1.429843346,26.91320769,20897.1094,347.5987638,27.87709925,2.925972361
97.08467829,4.098050889,6.190601686,14.94033319,47.78844141,36.88392443,0.894010056,27.52794396,20455.57118,359.4073457,16.99390631,3.195539961
76.57010303,4.551530696,5.690852138,9.35558256,49.39758807,37.94118845,0.440139682,26.76582772,22723.7835,373.999472,20.06051962,1.762469194
91.33157013,4.067009212,7.410207801,24.79178272,44.29609756,41.60700047,1.27707432,25.58443787,23749.10241,337.5292764,23.8756841,4.456606857
119.8485562,5.519293287,6.222103916,19.85103164,48.29734028,33.70553313,1.129472818,27.68745036,16292.32652,312.4282909,18.64514082,3.633113649
124.9042911,4.403520749,6.873359052,41.7589366,46.91418962,33.01304773,1.428496164,26.4626196,17749.99415,356.4774454,18.23787326,4.106777308
75.29162528,4.361366806,6.508323125,4.042251147,48.03681124,27.38069603,1.092784568,22.59749542,19007.80162,225.1771385,23.87205744,2.588127681
114.5274821,5.505700132,6.523224064,21.10608201,47.28890389,30.14203325,0.980285238,20.68496543,22032.38902,339.7382521,24.44839289,3.065130154
153.7653004,4.398291816,5.708197086,26.77196365,44.1089481,36.61822139,1.242915183,23.13163171,24334.97396,294.7887147,29.49290853,2.648403956
131.5363339,5.228448304,6.388830014,19.80570096,53.39160765,37.17934032,0.837999795,27.61015194,19826.20595,407.1932543,22.26341914,2.95899251
59.78852496,4.436198565,6.723196568,28.47395272,46.48429234,36.97690501,0.608172262,13.88526352,20937.14194,356.0256333,24.71538431,2.801255748
129.9569861,4.672810403,6.196998444,19.31884615,52.60986226,31.80537888,0.896835191,14.72802116,15548.42859,246.1201005,31.35786433,3.689113196
61.98439925,3.696225186,6.636898137,17.47679948,50.3809623,36.8739113,0.807766175,21.30807056,14250.26868,312.0297887,22.68225267,1.984081312
57.51095731,4.117132964,7.271627373,16.50687413,49.9894224,34.87499859,0.686028901,23.17617994,14820.7415,352.8760615,11.40889568,3.47975894
82.95379144,4.228963845,6.95468544,7.433338053,49.09879821,42.29358748,1.168925841,36.25145236,12734.79455,384.9418206,28.08453691,2.229741509
117.7577719,5.018197397,5.9791103,9.378955912,43.74170918,34.16005495,1.08868231,16.51459044,20038.51714,303.3195535,27.4461239,2.872964512
50.90936869,5.317985182,5.861565553,9.780338737,44.07548347,37.05788385,1.279222331,24.50875732,12231.07733,329.6856016,31.36283837,3.229902831
89.12358003,5.422156709,7.158250662,19.55936217,52.93199222,31.79711615,1.134796963,17.38049014,18822.11201,365.181666,23.12464313,3.556860221
65.22894754,4.349085249,7.227991711,21.88342286,48.04441825,28.12094603,1.078754845,27.79233543,18103.60788,297.99243,18.81658059,2.898207446
92.53501804,3.936048902,6.344317402,22.75707228,41.46667653,40.09041315,1.176496648,24.37212424,20614.47174,319.4629875,23.5714574,2.369625647
103.3256185,5.564597389,7.017375262,24.54187555,49.50630644,35.8738165,1.325071492,23.02139868,19224.99575,285.8660961,32.582952,2.05819946
58.74664109,3.975443296,6.333854599,14.34825991,50.29282836,39.61784395,1.167086344,21.07603971,27407.60427,420.2341054,25.11268827,3.678467914
159.5818067,5.614041908,5.839082758,29.7462017,50.71054444,28.63931694,0.856122025,23.76710954,14114.63002,327.0939061,20.50926364,2.622833611
107.5715599,4.821747944,7.47469117,3.95858591,47.97332936,34.48837302,0.527606595,19.51445514,15174.29315,364.3560166,19.15569477,3.424316893
77.09728585,3.710626916,6.603230348,29.21465556,48.64696993,33.84038288,1.116335296,20.43892619,19467.72361,329.2785276,26.74713004,3.315194085
111.7126717,4.270157811,6.209488628,32.19687821,54.29203665,37.71861005,0.890633257,31.58395684,24358.34011,334.4051768,20.88364352,2.215852567
142.4844785,5.132435254,6.403706912,11.73089339,46.42155843,30.52521105,1.104824924,28.47959703,14983.95922,383.5742627,28.39289609,3.063335944
154.8415436,6.17923691,7.147965134,27.14570913,44.66581086,40.74322906,1.258321049,17.95346381,17459.53384,376.3012637,25.09689459,3.62445973
100.777372,4.291354284,6.750947496,5.703501752,50.91113011,31.96253673,1.107817083,28.24561483,18052.73027,374.3671595,26.51225809,3.455638431
99.96368297,4.564249776,6.528668326,25.40011579,39.94012172,32.97859921,1.717693198,5.868044842,22077.4585,371.8130423,18.75890552,3.420763768
83.40626086,3.945291463,6.369047361,21.73224019,46.08528144,34.00320749,0.787767786,29.25373112,15410.72274,344.2524443,22.58124316,2.681957294
100.1361066,5.153110942,6.584250068,29.17738748,51.21404153,41.72427321,1.236235425,40.9701092,24178.09524,383.0032569,20.18116276,1.330492642
68.68103847,3.522313716,6.348199619,8.367304214,42.43405595,40.32740481,0.776627461,30.03372152,27052.48098,253.9995198,19.54974155,3.599837758
87.82300062,6.053665387,6.946844842,11.05942437,49.02351105,28.68675775,1.121512551,28.73606357,19885.11639,413.652486,42.07945454,2.441212853
66.23191678,4.846166358,6.583420867,24.2769394,55.7156517,36.56845733,0.572861702,27.57314064,18879.36754,390.6806055,29.48968991,3.475154622
104.3194279,4.223082233,6.670493661,8.580850048,49.42217023,31.92512671,1.050720253,29.67554822,23662.6366,351.7195584,18.50677882,2.553412833
108.4336083,4.791167794,7.395720072,34.26744896,42.94743428,33.45195519,1.385018448,36.45632217,23791.71266,399.1746671,32.67706982,3.456111323
163.3307052,5.58235936,6.2184925,2.518401876,46.40783794,35.95328334,0.900694109,28.472849,23931.8079,348.9443645,21.16779865,3.670269074
75.23298289,5.720230783,7.148176783,29.45788842,49.81659158,38.48651369,1.205227408,17.69685421,20505.70317,307.3528629,30.29952727,2.361319043
139.9415208,4.819848939,6.387866142,19.5167524,49.14101942,28.7226993,1.287230261,17.90564837,16718.53013,329.7900533,29.72529402,2.971292355
116.0039504,5.719465709,6.107074377,14.33250867,46.01016238,34.72903805,1.042550796,29.21730711,14534.31216,291.0360979,22.31727447,3.209016415
74.25197042,3.442722249,6.531289783,20.35333924,44.77213503,38.35339622,1.084911448,23.37796537,15226.54955,423.0921763,30.35358713,2.20701462
92.89678929,5.672374976,6.247189537,15.93176201,50.94462649,32.03529575,1.267495216,24.75714356,18902.20994,357.7513021,31.17582322,2.91567508
126.6544403,7.19231651,6.00790246,17.60299042,47.16250441,30.2419902,0.787906692,29.99038072,12032.26885,395.9558885,38.79572893,3.1969796
92.78257901,4.707099878,5.836436636,20.91462749,52.40090914,33.59092588,1.122814837,25.95509117,21857.86768,336.6302396,33.55230229,2.662872427
89.3838607,4.740464551,6.554801802,7.434201605,44.78568999,35.85622614,0.676092086,36.11252551,23952.0953,302.6533175,19.52803927,2.890277844
119.3437397,4.55425126,6.114186616,18.78959724,45.66893123,37.61934953,0.165049069,16.69625976,21589.13702,401.1739864,34.88368389,2.541350045
92.82524916,6.585750748,6.224446649,15.62078731,56.11820686,33.7831708,0.757612057,14.61630173,11222.77357,361.0440889,23.62966448,3.125185374
74.75995518,5.091406806,6.544122483,5.508187463,52.56016175,38.88492776,0.839806795,19.8443052,25794.6348,288.9347266,25.47601624,1.489632419
111.6970633,5.027400151,6.744008008,20.17044708,40.02409213,32.2268323,1.099454842,29.14815713,14914.21416,313.2132594,31.79621329,3.189958278
91.29335644,4.433137617,6.788747807,17.56081974,43.56526873,34.2553399,1.416362894,26.59339839,20854.1931,369.2450522,16.38258778,1.771834994
124.5155345,7.474159719,6.453543331,23.18544423,40.58241448,36.65160655,1.269968496,20.32394868,17123.29614,275.6821276,33.38506196,1.660912674
69.90973095,4.876237656,6.468317502,20.07720155,48.66043448,39.8254559,0.914771506,20.57775586,15607.3538,325.5164268,34.9925811,2.89462656
102.3067596,5.714376993,6.572384892,7.702332316,42.40941873,35.8020832,0.504973603,15.4985265,22074.95514,383.5929454,30.6218904,2.75306048
113.7398797,6.103233116,6.855589902,24.86067334,43.86676713,27.89492032,1.37984533,20.17599017,18977.82709,286.2574802,20.73716798,2.145548288
109.8004378,4.056371031,6.718842002,10.37787594,47.22917127,34.24017539,0.414392646,36.72694308,24418.7339,409.4085527,30.3512362,2.908789848
55.81155592,3.288440972,6.178666778,28.58792149,42.11824435,37.40495601,0.842354657,21.50024054,19778.84941,402.5071066,28.71173659,3.353786215
66.77237834,4.905173316,7.102110949,20.6885009,47.29137122,30.27023069,1.110985333,22.36743416,26156.44965,376.5002005,29.32479781,2.469996031
82.59076748,4.855937808,5.971369344,4.455938827,49.89582379,34.03352239,1.348891056,22.07832873,19774.06347,366.642474,33.58220415,2.125578342
120.0738742,4.820270089,6.685086676,13.07258893,46.48614536,39.28055265,1.046040437,22.88088845,18565.33218,378.1349173,28.16660232,3.295864832
192.7763253,5.62458626,6.704408783,12.26905035,50.68037672,31.10836036,0.338203747,9.828484583,15680.46081,352.3031077,17.93055886,2.947284106
45.85176381,6.034396046,6.891933737,31.26141024,51.20830098,39.03451433,1.057517812,30.81257855,22239.42349,409.9524177,19.94273707,2.882570003
101.0633947,7.455859948,6.424156789,17.52863283,44.40232639,37.30393527,0.725204537,31.5423595,16799.00301,414.6105328,30.85686866,2.907383511
132.0839082,5.197121308,6.802754442,25.65553471,50.02518672,40.81887952,0.773143222,33.77640773,29531.82203,335.4927147,23.31499525,2.41886497
70.10402971,6.035970717,7.074356858,16.63481196,46.57952909,33.0576574,0.691717942,21.95079707,17940.5652,365.6580527,18.55902991,2.85085873
175.2976309,4.657517756,5.758309556,14.95319251,44.59278794,29.59551035,1.20992795,18.01113702,20791.71583,325.2877235,15.51299593,3.264136696
109.5717067,5.273588888,6.867326417,14.98782834,52.35433865,37.44796002,0.9629754,27.71573442,24517.83951,355.3240972,37.97932096,2.638698179
147.0761368,5.204036446,5.970233014,8.561219564,41.50146024,34.11456423,0.792654553,18.74937457,21758.58309,278.958321,13.73418509,2.650819983
133.5211345,3.50216733,6.944422853,22.09294051,46.17887652,38.26990346,1.041792643,21.02926831,17061.54204,363.7912068,10.7898255,2.634756683
92.15927247,4.501659167,6.752496683,12.56917796,45.57250666,27.7505454,1.374217101,20.59653184,22208.00619,376.5160428,30.13403759,2.075370899
98.80612951,6.888422832,5.790851799,17.51371151,46.25646614,34.83736261,1.146809587,26.05053339,19144.89833,302.8036999,28.07812145,2.48498298
183.9285654,4.166888287,5.855493856,12.57558328,41.70737001,32.80473767,0.552694972,23.07178206,24670.09118,309.9322055,25.91754713,3.580004006
78.31653165,4.603971519,6.143252445,12.32264385,44.05624036,37.66381665,0.891774232,20.20926459,14012.9582,380.837165,2.962630887,2.626050004
78.07283686,5.55485436,6.361868145,26.29684575,41.73879857,35.41738578,1.141901163,20.49737997,23052.09012,365.0962764,26.21493674,1.704467125
94.09442663,4.743637363,6.281030839,19.25460468,46.25369509,38.31484414,1.231001387,28.19206551,17609.89532,366.7106423,23.67330673,3.076162312
119.2279189,4.750867791,6.05912366,10.70516694,49.7346039,33.22749288,0.849338727,18.24680887,15147.9299,361.5786042,16.36320884,3.496666564
67.99518962,3.97653167,6.287812353,20.68448357,50.14957219,43.97603574,1.062897906,39.4235811,24910.82476,351.8833518,18.25081555,3.096423171
82.6731426,5.526800626,6.468467424,19.27056728,47.2049263,36.45890663,1.306043325,26.8896644,16545.5591,306.3818031,21.78398687,2.485424437
83.26111335,5.818598482,6.498425174,11.68250376,49.46876699,38.78530937,0.686519396,26.52895123,13630.58504,290.9672757,16.95055381,3.395916731
105.1303557,4.124136687,6.226789703,15.62196181,42.86712563,26.65281077,1.030714433,16.37468215,18637.48581,373.1906602,25.85047435,1.968539916
55.92820261,6.315943952,6.863958846,22.85496014,44.54512316,36.58395798,1.111626434,25.28741904,21297.55065,396.509693,35.932663,3.924583668
133.5643446,4.645162707,5.894586022,32.53147831,44.12729925,31.63783472,1.43504442,25.06443674,20782.3358,382.4196268,27.71768205,2.634583228
80.30596556,6.614678253,6.89532856,25.48166121,44.44991214,34.46823638,2.003581545,17.63930588,24121.27554,347.2151167,27.03249673,2.948474694
88.1202438,6.199127838,5.783070414,16.87878835,54.08951891,32.40580847,1.034750727,30.86353005,18605.58639,290.5336073,25.7908837,2.980340878
73.77597889,6.170431788,6.269743303,23.4245223,36.13997911,30.6490918,1.148348675,33.84102354,20919.39356,288.151385,25.0851139,2.494012518
145.5613756,4.768203007,6.714813333,23.70875364,47.07808536,37.60472588,1.472781603,15.79942093,24586.29041,406.4066137,32.05982445,2.332264396
101.0175555,6.013425413,6.48249594,22.84819597,45.82528004,37.95484169,0.678772725,14.81940381,24893.22543,288.4080407,31.75727887,2.440116315
103.1254492,6.964543752,6.310502828,16.33674764,51.46969494,39.92711719,1.330814485,25.1836646,21396.13174,294.4134233,26.51049212,2.857586718
108.5113227,5.559649399,6.436835848,14.83563362,51.9227629,26.84671815,0.873869643,29.1684755,21289.1251,405.814792,34.75177357,3.327931444
93.58646868,4.394059728,6.475772594,24.79186506,48.15243544,34.27703299,0.465851837,34.50825363,17205.28339,385.1622449,20.03325848,3.384528367
96.5552009,4.983637039,6.047415974,30.13964427,43.86947322,30.62937382,0.996539263,31.94832994,25214.73008,322.4335354,21.62224851,3.138011541
85.9493144,3.609022994,6.975808782,5.227575497,46.38803467,39.32991287,1.031624134,31.90122921,18611.83614,343.6682415,22.80013226,2.57420498
98.51825808,6.115234374,6.896995686,29.41026326,45.74172344,35.04228893,0.890167407,31.6492006,23498.10152,413.4075274,29.47065243,3.089295001
85.18144848,6.193385271,6.126447913,35.62283858,42.49851998,36.64666206,0.899529998,32.08375266,14262.82424,350.3548937,27.11128661,1.134675676
113.604335,3.617911973,6.691338234,23.75257414,58.94964011,30.75702086,0.536103672,36.10539636,22659.40383,323.5827852,25.65051956,3.06472245
59.60768586,5.772502264,6.667290589,7.598824111,49.74274777,28.62587331,1.102641458,20.91173574,22347.27958,293.5352361,22.77510005,2.136867016
90.19458322,4.415803763,6.116747409,24.27134342,52.05353114,33.12949665,0.513593507,24.8561638,17029.35803,409.7848913,17.24244988,2.445432688
111.6406483,4.69324183,6.008230016,16.06081902,51.03764172,44.551755,0.972260145,31.37178573,24309.13292,292.9774244,30.49176625,3.076261397
91.44118767,4.766964941,6.682521798,10.87330764,44.42439726,34.71577196,0.76041993,25.92577592,13540.01265,361.3647671,16.72934691,2.413070669
133.0754932,3.724847428,6.245644923,8.894302395,44.35500729,35.56066947,0.641092138,18.1351908,16741.52864,307.813388,25.69621087,3.29445348
122.1452744,5.314406981,6.546593453,24.03417421,39.53800751,35.64504666,1.543769412,17.85248787,17367.40152,344.3119474,20.40905638,2.738456703
118.7250139,6.461976355,6.715035175,21.510094,41.4590435,28.32688356,0.917576532,11.66926432,16012.26155,376.3473364,21.64699618,2.678851472
64.62820994,5.664232577,6.157830649,-3.963822729,50.18897619,34.56249206,1.098512417,19.70335848,19307.05212,359.3236285,17.74069133,2.6296622
133.4028785,6.376549304,6.529805561,31.52923731,54.2073038,41.39635894,0.956397893,20.56203272,15205.08172,296.4408124,36.96877345,2.218634385
66.24954506,5.611937261,6.501097685,22.19831543,40.61777951,36.19824494,1.159604327,27.14899463,23259.28451,324.7844201,17.54749894,2.81489175
102.0761151,3.615946858,6.932786914,26.26818628,41.51900946,43.20077024,1.178226096,45.58674193,21574.39983,411.1533454,27.06196219,2.956764267
64.43934993,4.754300134,5.844966966,16.64380991,42.79479495,36.90589506,0.745995728,29.74406407,23078.054,344.3614816,18.12780134,1.752250842
162.6779469,5.344540875,6.294181594,22.40912392,53.37040328,38.70881064,1.482921243,16.8977423,21643.05162,347.0076953,22.30868005,1.051645249
69.60464613,5.18525247,6.333426708,16.79951368,52.85067495,36.54901342,0.918503857,33.56203978,17183.75718,291.5871649,17.69742949,2.996022375
89.43805492,5.205591777,6.232090796,16.04946034,44.2673175,36.66583474,1.161151254,36.51457791,17771.98305,248.3780829,31.17220616,2.116960384
131.9595304,4.294467414,6.273737695,12.50848519,52.44978914,35.10837556,0.929292614,20.34887109,21452.04556,407.9363654,26.98256392,3.800971897
109.753189,4.425350438,7.177256036,23.91951151,47.51522003,37.19907502,1.057891986,42.46343687,19899.21134,294.2441396,17.25181311,4.048324748
79.00699555,4.283980999,5.793510608,19.52834416,49.97935842,34.27149753,1.217511846,26.44698765,21422.97921,396.5164407,19.74724448,3.092116574
45.60018953,3.33556005,6.517637454,18.06131813,49.84454961,32.6944734,1.214386108,22.50650121,18911.66195,409.6869724,21.762193,3.37899444
80.78441342,4.606059025,6.947654599,29.05835763,38.39898001,34.25072308,1.346061508,17.19829125,20110.94696,335.5766829,32.54593424,3.736527066
116.2206457,4.196012926,6.313805201,14.39049226,52.17972309,32.98244603,0.757696664,19.28009857,21068.44089,343.4568685,11.79706989,3.188522611
68.629236,5.970005075,7.088151246,12.46405903,50.28310259,38.96718318,1.129114439,30.25023116,14896.69998,333.633981,23.00229366,3.18497617
86.73560408,4.307523849,6.059840723,39.1109307,46.11165905,34.91779414,0.669047956,20.94472436,19955.70047,354.5028436,31.29375654,2.854657093
176.7551493,7.015130239,6.431510919,27.1090714,51.07346747,35.56779834,1.140089203,25.81557402,19186.40615,333.8896482,23.31195713,1.911018162
116.4851428,4.750229643,6.850021809,19.26227274,47.79038763,28.13221524,1.220989334,23.54630566,12501.19727,415.1576817,25.85620593,3.325740414
129.5453384,3.958964925,6.864394195,32.31341674,52.3952747,29.89299937,0.646083018,28.54292056,16911.64173,373.7199507,27.34324844,4.074191556
156.3329762,5.902104904,6.283620921,23.55143028,46.19920231,37.38701485,0.425294577,19.72726321,16798.91239,375.4845611,32.11192387,2.38746627
64.88353274,4.403742188,6.162145826,-1.076762798,47.43124036,33.59816793,0.500281142,17.90561153,22750.39454,357.3071114,27.30718281,2.977435094
140.0187906,3.72345156,5.948503965,13.3672528,44.06176221,32.50180305,0.705037651,35.90194142,22570.31617,354.5212502,27.54964595,3.528881221
48.13159735,5.469643794,6.658643816,17.61907305,52.90796874,35.39958085,0.960915945,28.56138393,20151.07711,367.5827602,34.45115112,3.668905745
151.1052052,5.971458648,6.56199568,12.55941655,41.52206701,41.22062539,1.16018509,20.97292881,22571.60672,321.2275198,21.29184717,2.711261463
72.70571942,6.645996028,6.689181299,21.33286695,48.44501707,33.92083075,1.516978535,40.08263093,15596.81804,349.059688,22.7728284,2.637066406
149.6382957,2.911056912,5.644619542,18.77466905,51.86388655,34.14044875,1.026902631,23.83959774,18599.93741,308.2025503,34.7907394,3.545160196
90.07364234,5.855383242,6.403280859,26.00608195,44.37990255,36.26840124,1.056790151,28.56408145,17887.21929,383.1100292,19.21766431,2.878328172
121.5112095,3.702959114,6.431994353,23.77168106,40.9608402,29.9624903,1.280780881,25.82564979,15540.10639,359.4093373,34.37071195,2.562690198
148.2574838,5.949141004,6.557952451,27.39110433,50.50117256,38.45394833,0.722332423,24.27923802,27951.9729,341.8057617,40.90242639,2.824775678
129.625884,3.186670513,6.850489383,19.23505674,55.35194192,43.1257043,1.102388525,28.89888217,24688.74268,333.2783882,28.65691025,2.35576561
86.95438281,4.925187195,6.951799786,18.17860329,43.88971468,35.22673929,1.21000417,32.14599507,20615.97127,282.5567609,19.09674193,2.337378656
97.77506606,6.030184618,5.817853897,15.89265842,43.46316323,36.64470013,1.415280976,31.75050727,20070.50624,275.1083104,19.77614075,2.532595865
99.57120724,5.613077683,6.493558291,17.92788876,50.89140827,35.35647424,0.949348529,21.67909571,17546.86912,329.228063,24.09872597,2.915512216
121.0230335,3.492500732,6.164720864,14.12319599,45.46594046,40.38817234,1.349686876,36.55733493,19591.29646,423.3671342,28.20047859,2.699061855
116.5499082,4.495617753,6.61033985,18.06667203,49.53315762,35.51270668,0.775872317,15.55322139,25774.50657,381.7230695,21.52997865,3.170366099
132.7226115,5.177684958,6.430302742,9.697681925,54.8669132,32.41779092,0.962274954,25.75934452,19252.65193,305.9182573,25.57449903,2.510463719
93.39798408,5.522109143,6.318728834,24.79678794,58.61212188,26.70503299,1.296176421,24.56644824,22157.33142,287.3950366,22.28204364,2.072143315
107.8222225,3.33439889,6.068422229,24.38475292,45.68528373,36.73251441,1.047038309,14.3530915,19746.79258,397.8022717,13.34009532,2.173818093
